Order_ID,Customer_ID,Order_Time,Day_of_Week,Weather_Condition,Temperature_C,Menu_Item,Category,Price,Delivery_Time_Minutes,Dine_In_or_Takeaway,Customer_Satisfaction_Rating,Total_Orders_Per_Hour,Staff_On_Duty,Table_Occupancy_Rate,Kitchen_Preparation_Time_Minutes,Total_Revenue,Peak_Hours,Promotions_Applied,Delivery_Platform_Used,Online_vs_Walkin,Holiday_or_Event
34115,929,2024-06-20 10:00:00,Thursday,Sunny,6,Coffee,Lunch,47.34,42,Takeaway,3,25,3,73,5,669.85,No,Yes,Zomato,Online,No
34116,220,2024-06-20 11:00:00,Thursday,Sunny,32,Salad,Dessert,28.01,33,Dine-in,5,41,8,69,17,886.14,Yes,No,Swiggy,Walk-in,No
34117,1153,2024-06-20 12:00:00,Thursday,Rainy,5,Burger,Dessert,10.8,21,Dine-in,5,13,11,89,22,175.8,No,No,Swiggy,Online,Yes
34118,1015,2024-06-20 13:00:00,Thursday,Sunny,34,Salad,Beverage,17.58,46,Takeaway,3,8,7,91,24,117.75,No,No,Zomato,Online,No
34119,1024,2024-06-20 14:00:00,Thursday,Rainy,27,Pizza,Lunch,37.84,18,Delivery,2,35,7,86,25,387.49,Yes,No,Swiggy,Walk-in,No
34120,1544,2024-06-20 15:00:00,Thursday,Sunny,29,Pasta,Lunch,5.61,53,Dine-in,5,11,6,69,24,175.93,No,Yes,UberEats,Online,Yes
34121,613,2024-06-20 16:00:00,Thursday,Sunny,22,Pizza,Lunch,47.2,52,Dine-in,3,17,2,72,16,397.64,No,No,UberEats,Online,No
34122,928,2024-06-20 17:00:00,Thursday,Sunny,16,Dessert,Beverage,25.03,53,Takeaway,3,44,8,52,16,601.0,Yes,Yes,None,Walk-in,No
34123,1916,2024-06-20 18:00:00,Thursday,Sunny,11,Pizza,Dinner,28.45,12,Dine-in,1,40,3,54,16,479.36,Yes,No,Zomato,Walk-in,No
34124,688,2024-06-20 19:00:00,Thursday,Snowy,23,Pizza,Beverage,49.48,53,Dine-in,4,12,9,64,14,197.04,No,No,UberEats,Online,No
34125,1643,2024-06-20 20:00:00,Thursday,Sunny,26,Pizza,Beverage,27.65,32,Takeaway,1,30,11,95,12,667.51,No,Yes,None,Online,No
34126,613,2024-06-20 21:00:00,Thursday,Sunny,7,Sushi,Dessert,47.65,33,Takeaway,4,31,8,54,16,603.12,Yes,No,Swiggy,Online,No
34127,260,2024-06-20 22:00:00,Thursday,Sunny,33,Burger,Beverage,46.19,42,Dine-in,4,30,13,83,29,499.31,No,Yes,Zomato,Online,No
34128,990,2024-06-20 23:00:00,Thursday,Sunny,14,Pasta,Beverage,47.36,39,Delivery,1,49,14,88,25,1355.29,Yes,No,UberEats,Walk-in,Yes
34129,966,2024-06-21 00:00:00,Friday,Sunny,33,Dessert,Lunch,41.56,47,Dine-in,2,46,3,88,20,891.07,Yes,No,Swiggy,Online,No
34130,366,2024-06-21 01:00:00,Friday,Sunny,31,Dessert,Dessert,18.34,52,Dine-in,3,18,3,95,22,343.82,No,Yes,UberEats,Walk-in,No
34131,1782,2024-06-21 02:00:00,Friday,Sunny,31,Pasta,Dessert,20.59,11,Dine-in,5,24,11,72,21,255.2,No,No,UberEats,Walk-in,No
34132,1811,2024-06-21 03:00:00,Friday,Snowy,15,Dessert,Beverage,21.42,49,Takeaway,3,46,9,96,15,1048.2,Yes,No,UberEats,Walk-in,No
34133,544,2024-06-21 04:00:00,Friday,Sunny,9,Dessert,Breakfast,49.06,31,Delivery,1,49,13,66,13,940.16,Yes,No,Swiggy,Walk-in,No
34134,649,2024-06-21 05:00:00,Friday,Rainy,6,Steak,Dessert,21.23,20,Dine-in,2,32,13,58,25,412.85,Yes,No,Swiggy,Walk-in,No
34135,1548,2024-06-21 06:00:00,Friday,Snowy,12,Pizza,Beverage,9.89,21,Dine-in,5,12,6,53,7,178.5,No,No,UberEats,Walk-in,No
34136,1931,2024-06-21 07:00:00,Friday,Sunny,18,Dessert,Dinner,40.02,28,Dine-in,5,9,9,79,8,126.43,No,Yes,Zomato,Online,Yes
34137,814,2024-06-21 08:00:00,Friday,Snowy,12,Pasta,Lunch,21.47,29,Dine-in,2,17,2,97,21,211.51,No,Yes,UberEats,Walk-in,No
34138,1911,2024-06-21 09:00:00,Friday,Rainy,27,Coffee,Beverage,32.94,18,Takeaway,5,6,10,63,12,112.26,No,No,Zomato,Online,Yes
34139,1040,2024-06-21 10:00:00,Friday,Sunny,10,Salad,Breakfast,46.6,52,Takeaway,5,18,9,79,21,310.78,No,No,UberEats,Online,No
34140,1153,2024-06-21 11:00:00,Friday,Cloudy,5,Pasta,Beverage,30.9,27,Dine-in,2,7,7,80,9,120.42,No,No,None,Walk-in,No
34141,575,2024-06-21 12:00:00,Friday,Sunny,28,Coffee,Dessert,33.7,50,Delivery,1,20,14,50,20,300.61,No,No,Swiggy,Walk-in,No
34142,1133,2024-06-21 13:00:00,Friday,Sunny,5,Pizza,Lunch,33.93,56,Takeaway,1,13,9,76,21,243.47,No,No,Zomato,Online,No
34143,1911,2024-06-21 14:00:00,Friday,Rainy,12,Pasta,Breakfast,32.56,27,Dine-in,5,43,2,51,12,900.87,Yes,No,Swiggy,Online,Yes
34144,1013,2024-06-21 15:00:00,Friday,Sunny,15,Burger,Lunch,12.19,49,Dine-in,1,6,12,94,25,133.38,No,No,UberEats,Online,No
34145,1557,2024-06-21 16:00:00,Friday,Sunny,22,Pizza,Breakfast,25.54,45,Dine-in,1,15,9,89,16,215.95,No,Yes,Swiggy,Walk-in,No
34146,670,2024-06-21 17:00:00,Friday,Sunny,28,Sushi,Dinner,5.34,36,Takeaway,5,28,2,90,19,687.59,No,No,Zomato,Walk-in,No
34147,269,2024-06-21 18:00:00,Friday,Rainy,14,Dessert,Beverage,33.18,22,Takeaway,5,47,13,59,9,495.41,Yes,Yes,Zomato,Walk-in,No
34148,1186,2024-06-21 19:00:00,Friday,Rainy,16,Coffee,Beverage,30.89,56,Takeaway,1,33,5,73,27,825.29,Yes,Yes,None,Online,Yes
34149,1284,2024-06-21 20:00:00,Friday,Sunny,24,Burger,Dessert,19.32,17,Dine-in,4,18,11,69,26,281.87,No,Yes,None,Online,No
34150,924,2024-06-21 21:00:00,Friday,Cloudy,27,Pasta,Beverage,28.58,57,Dine-in,2,44,13,91,14,765.6,Yes,Yes,Swiggy,Walk-in,No
34151,1126,2024-06-21 22:00:00,Friday,Sunny,20,Sushi,Dessert,27.19,52,Delivery,1,26,4,65,19,561.97,No,Yes,Swiggy,Walk-in,No
34152,1530,2024-06-21 23:00:00,Friday,Sunny,9,Steak,Breakfast,16.29,32,Delivery,1,38,12,90,13,843.94,Yes,No,Swiggy,Online,No
34153,1759,2024-06-22 00:00:00,Saturday,Rainy,20,Dessert,Dessert,18.2,22,Delivery,4,40,4,87,19,736.92,Yes,Yes,Swiggy,Online,No
34154,1595,2024-06-22 01:00:00,Saturday,Rainy,28,Burger,Dinner,39.31,16,Delivery,3,37,11,93,19,1064.05,Yes,No,UberEats,Walk-in,No
34155,247,2024-06-22 02:00:00,Saturday,Sunny,16,Steak,Beverage,39.01,59,Dine-in,3,43,10,98,20,1168.16,Yes,No,Zomato,Walk-in,No
34156,1664,2024-06-22 03:00:00,Saturday,Sunny,10,Salad,Breakfast,26.14,49,Dine-in,2,47,9,91,28,681.53,Yes,No,UberEats,Walk-in,No
34157,1819,2024-06-22 04:00:00,Saturday,Snowy,34,Burger,Dinner,37.29,11,Delivery,5,22,11,92,12,479.12,No,No,UberEats,Walk-in,No
34158,1861,2024-06-22 05:00:00,Saturday,Cloudy,9,Sushi,Dinner,25.29,12,Delivery,1,26,13,90,23,634.91,No,No,None,Walk-in,No
34159,1561,2024-06-22 06:00:00,Saturday,Rainy,5,Steak,Breakfast,43.31,51,Dine-in,4,29,9,67,17,415.83,No,Yes,Zomato,Online,No
34160,131,2024-06-22 07:00:00,Saturday,Sunny,23,Salad,Dinner,19.98,48,Dine-in,5,41,12,84,18,425.13,Yes,Yes,UberEats,Online,No
34161,353,2024-06-22 08:00:00,Saturday,Cloudy,14,Dessert,Lunch,46.73,32,Dine-in,5,9,8,79,7,265.61,No,No,UberEats,Walk-in,No
34162,196,2024-06-22 09:00:00,Saturday,Snowy,29,Steak,Breakfast,29.4,16,Takeaway,3,36,9,86,9,1050.01,Yes,No,Swiggy,Walk-in,No
34163,1817,2024-06-22 10:00:00,Saturday,Sunny,18,Pasta,Dinner,29.11,13,Takeaway,1,40,9,54,28,656.28,Yes,Yes,None,Walk-in,No
34164,1940,2024-06-22 11:00:00,Saturday,Snowy,29,Pizza,Dinner,35.19,17,Takeaway,2,13,11,86,23,192.17,No,Yes,None,Walk-in,No
34165,930,2024-06-22 12:00:00,Saturday,Snowy,25,Dessert,Breakfast,20.34,41,Dine-in,4,18,7,60,7,235.66,No,No,Zomato,Walk-in,No
34166,1690,2024-06-22 13:00:00,Saturday,Cloudy,7,Steak,Breakfast,37.59,28,Dine-in,1,36,9,53,20,854.74,Yes,Yes,UberEats,Walk-in,No
34167,1406,2024-06-22 14:00:00,Saturday,Snowy,10,Pasta,Dinner,19.42,21,Dine-in,5,13,3,86,12,326.38,No,No,Zomato,Online,No
34168,1022,2024-06-22 15:00:00,Saturday,Rainy,9,Pizza,Dessert,22.89,19,Dine-in,5,27,8,60,8,497.02,No,No,Swiggy,Online,No
34169,645,2024-06-22 16:00:00,Saturday,Rainy,21,Pizza,Dinner,35.36,23,Delivery,2,49,4,61,16,727.95,Yes,No,None,Online,Yes
34170,227,2024-06-22 17:00:00,Saturday,Sunny,22,Sushi,Dessert,22.03,36,Dine-in,3,49,9,98,20,929.75,Yes,Yes,Zomato,Online,No
34171,701,2024-06-22 18:00:00,Saturday,Rainy,16,Coffee,Beverage,14.0,53,Dine-in,2,13,6,96,21,264.25,No,No,Swiggy,Walk-in,No
34172,1500,2024-06-22 19:00:00,Saturday,Rainy,9,Salad,Beverage,44.24,30,Takeaway,2,25,12,77,9,521.7,No,No,Swiggy,Walk-in,No
34173,1501,2024-06-22 20:00:00,Saturday,Cloudy,34,Coffee,Dessert,46.5,29,Dine-in,1,48,6,75,19,905.63,Yes,Yes,None,Online,No
34174,265,2024-06-22 21:00:00,Saturday,Sunny,13,Dessert,Lunch,33.2,13,Delivery,3,36,4,83,9,362.69,Yes,Yes,Swiggy,Online,No
34175,1396,2024-06-22 22:00:00,Saturday,Sunny,16,Salad,Dessert,41.5,28,Dine-in,5,48,2,50,24,932.91,Yes,Yes,None,Online,No
34176,1510,2024-06-22 23:00:00,Saturday,Sunny,24,Burger,Dessert,49.4,38,Delivery,3,14,14,55,20,237.24,No,No,UberEats,Online,No
34177,1458,2024-06-23 00:00:00,Sunday,Rainy,13,Pasta,Dessert,32.66,16,Delivery,1,33,14,82,10,697.33,Yes,No,Swiggy,Walk-in,No
34178,646,2024-06-23 01:00:00,Sunday,Rainy,7,Sushi,Beverage,45.9,42,Dine-in,1,38,3,96,8,432.73,Yes,No,Zomato,Online,No
34179,211,2024-06-23 02:00:00,Sunday,Sunny,5,Steak,Dinner,21.17,17,Dine-in,2,26,14,73,27,717.18,No,No,None,Online,No
34180,1596,2024-06-23 03:00:00,Sunday,Sunny,26,Pasta,Lunch,36.52,20,Dine-in,1,9,13,83,12,247.58,No,No,UberEats,Walk-in,No
34181,1964,2024-06-23 04:00:00,Sunday,Sunny,19,Steak,Dessert,7.51,42,Dine-in,3,15,3,57,15,319.23,No,No,Swiggy,Walk-in,No
34182,1401,2024-06-23 05:00:00,Sunday,Sunny,14,Coffee,Dessert,40.5,34,Dine-in,2,32,8,65,15,791.76,Yes,No,None,Online,No
34183,1419,2024-06-23 06:00:00,Sunday,Rainy,18,Dessert,Lunch,42.34,42,Delivery,2,28,3,65,15,525.23,No,No,Swiggy,Online,No
34184,1474,2024-06-23 07:00:00,Sunday,Sunny,11,Steak,Lunch,23.05,45,Dine-in,2,38,8,65,21,828.63,Yes,Yes,Swiggy,Walk-in,No
34185,943,2024-06-23 08:00:00,Sunday,Sunny,8,Coffee,Breakfast,33.75,35,Dine-in,3,46,2,83,16,1028.26,Yes,No,None,Online,No
34186,1388,2024-06-23 09:00:00,Sunday,Sunny,30,Coffee,Beverage,43.63,45,Dine-in,2,44,3,69,18,751.42,Yes,No,Zomato,Online,No
34187,1900,2024-06-23 10:00:00,Sunday,Sunny,9,Steak,Breakfast,44.76,20,Takeaway,4,14,8,63,12,409.04,No,No,UberEats,Walk-in,No
34188,457,2024-06-23 11:00:00,Sunday,Rainy,24,Burger,Beverage,9.79,39,Delivery,4,30,8,75,24,661.56,No,No,None,Walk-in,No
34189,725,2024-06-23 12:00:00,Sunday,Sunny,20,Coffee,Breakfast,42.24,42,Dine-in,3,47,3,51,29,1401.1,Yes,No,UberEats,Walk-in,No
34190,1752,2024-06-23 13:00:00,Sunday,Snowy,7,Burger,Lunch,17.34,19,Dine-in,5,45,13,68,22,839.13,Yes,No,Zomato,Walk-in,No
34191,1250,2024-06-23 14:00:00,Sunday,Sunny,21,Sushi,Breakfast,37.73,38,Dine-in,5,11,11,51,6,117.11,No,Yes,Zomato,Walk-in,No
34192,982,2024-06-23 15:00:00,Sunday,Sunny,17,Burger,Dinner,19.63,34,Dine-in,2,48,14,99,7,770.34,Yes,No,Zomato,Online,No
34193,1155,2024-06-23 16:00:00,Sunday,Sunny,10,Sushi,Beverage,7.53,41,Takeaway,3,11,8,75,15,253.17,No,No,None,Online,No
34194,588,2024-06-23 17:00:00,Sunday,Rainy,30,Burger,Beverage,14.44,13,Dine-in,2,19,10,74,26,535.93,No,Yes,UberEats,Walk-in,No
34195,476,2024-06-23 18:00:00,Sunday,Sunny,9,Salad,Beverage,23.39,48,Delivery,2,49,9,98,24,1092.86,Yes,No,Swiggy,Online,No
34196,1822,2024-06-23 19:00:00,Sunday,Cloudy,20,Sushi,Beverage,38.36,43,Dine-in,4,7,7,68,9,136.05,No,No,UberEats,Online,No
34197,986,2024-06-23 20:00:00,Sunday,Rainy,15,Salad,Lunch,9.53,31,Delivery,1,49,5,95,12,569.13,Yes,No,UberEats,Online,No
34198,1301,2024-06-23 21:00:00,Sunday,Sunny,21,Coffee,Lunch,41.58,22,Dine-in,3,30,12,98,11,386.85,No,No,Swiggy,Online,No
34199,156,2024-06-23 22:00:00,Sunday,Rainy,9,Salad,Breakfast,49.86,45,Delivery,1,11,4,97,12,121.76,No,No,UberEats,Walk-in,No
34200,1784,2024-06-23 23:00:00,Sunday,Cloudy,10,Dessert,Dinner,40.47,15,Delivery,4,6,9,66,23,145.34,No,Yes,Swiggy,Walk-in,No
34201,1242,2024-06-24 00:00:00,Monday,Sunny,14,Sushi,Lunch,26.32,26,Delivery,1,14,4,79,15,372.71,No,No,None,Online,No
34202,190,2024-06-24 01:00:00,Monday,Sunny,25,Pasta,Lunch,30.57,35,Delivery,4,34,13,61,22,451.82,Yes,Yes,None,Online,No
34203,1441,2024-06-24 02:00:00,Monday,Rainy,5,Coffee,Dinner,5.28,33,Dine-in,5,7,12,70,26,115.53,No,No,None,Online,No
34204,981,2024-06-24 03:00:00,Monday,Sunny,34,Coffee,Dinner,14.42,18,Dine-in,4,42,6,85,20,822.45,Yes,Yes,UberEats,Online,No
34205,1699,2024-06-24 04:00:00,Monday,Cloudy,25,Pizza,Dessert,45.45,11,Takeaway,3,33,12,89,23,424.24,Yes,No,UberEats,Walk-in,No
34206,1716,2024-06-24 05:00:00,Monday,Sunny,14,Dessert,Breakfast,5.98,29,Delivery,5,29,4,77,19,531.39,No,No,Swiggy,Walk-in,No
34207,546,2024-06-24 06:00:00,Monday,Sunny,21,Burger,Beverage,45.72,36,Dine-in,2,8,10,82,19,234.69,No,Yes,Swiggy,Walk-in,No
34208,41,2024-06-24 07:00:00,Monday,Cloudy,31,Steak,Breakfast,10.1,15,Delivery,3,9,12,95,21,219.45,No,Yes,UberEats,Online,No
34209,307,2024-06-24 08:00:00,Monday,Snowy,7,Burger,Lunch,10.99,59,Takeaway,3,10,8,58,19,133.39,No,No,Zomato,Walk-in,No
34210,943,2024-06-24 09:00:00,Monday,Sunny,32,Steak,Dinner,12.89,36,Dine-in,3,23,4,67,12,275.45,No,No,Swiggy,Walk-in,No
34211,338,2024-06-24 10:00:00,Monday,Cloudy,33,Pasta,Dessert,40.97,33,Dine-in,1,22,11,73,15,415.87,No,Yes,Zomato,Online,No
34212,1338,2024-06-24 11:00:00,Monday,Sunny,6,Pizza,Dinner,26.52,24,Dine-in,1,42,14,81,7,1249.88,Yes,Yes,Zomato,Walk-in,No
34213,1099,2024-06-24 12:00:00,Monday,Sunny,33,Pasta,Beverage,11.53,57,Dine-in,2,40,8,72,17,1034.63,Yes,No,UberEats,Walk-in,No
34214,953,2024-06-24 13:00:00,Monday,Cloudy,21,Pizza,Dinner,35.91,42,Takeaway,1,16,5,61,10,253.8,No,No,Zomato,Walk-in,No
34215,279,2024-06-24 14:00:00,Monday,Sunny,8,Sushi,Breakfast,47.33,51,Dine-in,3,28,2,83,13,294.72,No,Yes,None,Walk-in,Yes
34216,1200,2024-06-24 15:00:00,Monday,Sunny,6,Sushi,Lunch,30.76,19,Takeaway,4,34,5,75,27,619.68,Yes,No,Zomato,Walk-in,No
34217,896,2024-06-24 16:00:00,Monday,Sunny,9,Steak,Dinner,9.44,30,Takeaway,2,18,12,55,24,237.79,No,Yes,Swiggy,Walk-in,No
34218,1686,2024-06-24 17:00:00,Monday,Rainy,14,Salad,Beverage,7.46,15,Delivery,2,43,11,54,26,585.04,Yes,No,Zomato,Walk-in,No
34219,273,2024-06-24 18:00:00,Monday,Sunny,5,Salad,Dessert,40.81,39,Takeaway,3,6,12,72,20,79.48,No,No,Swiggy,Walk-in,No
34220,837,2024-06-24 19:00:00,Monday,Sunny,32,Steak,Dinner,33.17,32,Takeaway,5,38,12,99,29,926.9,Yes,Yes,Swiggy,Walk-in,No
34221,620,2024-06-24 20:00:00,Monday,Rainy,30,Dessert,Dinner,46.52,45,Delivery,1,24,9,95,16,257.2,No,Yes,None,Walk-in,No
34222,1675,2024-06-24 21:00:00,Monday,Sunny,5,Sushi,Dessert,29.63,55,Dine-in,5,40,7,64,21,851.79,Yes,No,Swiggy,Online,No
34223,862,2024-06-24 22:00:00,Monday,Rainy,31,Dessert,Beverage,7.81,58,Dine-in,3,27,2,81,6,676.36,No,Yes,None,Walk-in,No
34224,1807,2024-06-24 23:00:00,Monday,Snowy,30,Steak,Beverage,23.17,12,Delivery,5,39,2,62,5,512.0,Yes,No,UberEats,Online,No
34225,1883,2024-06-25 00:00:00,Tuesday,Sunny,8,Salad,Beverage,34.61,35,Dine-in,3,38,5,90,20,1058.63,Yes,No,Zomato,Online,No
34226,931,2024-06-25 01:00:00,Tuesday,Sunny,11,Steak,Dinner,22.32,43,Dine-in,1,25,12,77,9,289.07,No,No,Swiggy,Walk-in,No
34227,289,2024-06-25 02:00:00,Tuesday,Sunny,18,Sushi,Breakfast,49.98,39,Dine-in,1,42,7,82,25,993.47,Yes,Yes,Zomato,Walk-in,No
34228,724,2024-06-25 03:00:00,Tuesday,Rainy,18,Pasta,Beverage,23.24,27,Dine-in,2,12,5,57,21,161.27,No,No,None,Online,No
34229,893,2024-06-25 04:00:00,Tuesday,Snowy,22,Burger,Dinner,29.58,26,Takeaway,5,47,12,65,21,1227.67,Yes,No,UberEats,Walk-in,Yes
34230,272,2024-06-25 05:00:00,Tuesday,Sunny,6,Sushi,Breakfast,15.14,54,Dine-in,5,34,10,88,28,728.55,Yes,No,Zomato,Walk-in,No
34231,1954,2024-06-25 06:00:00,Tuesday,Sunny,5,Steak,Dinner,11.85,51,Dine-in,5,24,3,81,12,522.82,No,No,None,Walk-in,No
34232,1090,2024-06-25 07:00:00,Tuesday,Sunny,25,Sushi,Dinner,34.04,30,Delivery,5,24,7,65,19,406.09,No,No,Swiggy,Online,No
34233,483,2024-06-25 08:00:00,Tuesday,Sunny,26,Sushi,Dessert,31.49,33,Takeaway,4,27,8,94,16,422.96,No,Yes,Swiggy,Online,Yes
34234,936,2024-06-25 09:00:00,Tuesday,Sunny,20,Salad,Beverage,5.2,13,Takeaway,2,24,5,62,21,462.39,No,Yes,Zomato,Walk-in,Yes
34235,248,2024-06-25 10:00:00,Tuesday,Snowy,33,Steak,Lunch,17.82,58,Dine-in,2,27,13,69,14,679.17,No,No,Zomato,Online,No
34236,156,2024-06-25 11:00:00,Tuesday,Sunny,26,Salad,Lunch,33.96,57,Dine-in,4,8,6,68,16,106.92,No,No,Zomato,Online,No
34237,1071,2024-06-25 12:00:00,Tuesday,Rainy,22,Steak,Dessert,41.55,34,Dine-in,5,14,6,60,27,368.56,No,No,UberEats,Online,No
34238,1959,2024-06-25 13:00:00,Tuesday,Sunny,20,Salad,Dinner,19.06,33,Takeaway,4,44,3,76,24,862.26,Yes,No,Swiggy,Walk-in,No
34239,454,2024-06-25 14:00:00,Tuesday,Sunny,32,Salad,Breakfast,34.13,55,Takeaway,5,9,6,65,21,171.4,No,No,Swiggy,Online,No
34240,201,2024-06-25 15:00:00,Tuesday,Sunny,32,Pasta,Breakfast,16.94,36,Takeaway,4,36,11,58,24,371.95,Yes,No,UberEats,Online,No
34241,1684,2024-06-25 16:00:00,Tuesday,Rainy,27,Sushi,Breakfast,36.07,40,Delivery,2,22,12,62,16,274.65,No,No,Zomato,Online,No
34242,124,2024-06-25 17:00:00,Tuesday,Sunny,26,Dessert,Breakfast,36.41,56,Dine-in,4,29,6,68,12,540.54,No,No,Zomato,Walk-in,No
34243,1,2024-06-25 18:00:00,Tuesday,Sunny,28,Pasta,Dinner,10.86,44,Dine-in,3,21,6,79,22,622.15,No,No,UberEats,Walk-in,No
34244,968,2024-06-25 19:00:00,Tuesday,Sunny,10,Dessert,Dessert,34.93,29,Takeaway,5,9,5,91,19,135.03,No,No,None,Online,No
34245,1783,2024-06-25 20:00:00,Tuesday,Rainy,29,Salad,Beverage,20.01,25,Takeaway,4,39,11,88,13,398.0,Yes,No,Zomato,Online,No
34246,855,2024-06-25 21:00:00,Tuesday,Sunny,14,Pasta,Beverage,12.77,40,Dine-in,5,46,5,66,27,860.98,Yes,No,None,Online,No
34247,640,2024-06-25 22:00:00,Tuesday,Sunny,6,Coffee,Dessert,27.52,16,Dine-in,1,25,14,79,25,257.98,No,No,UberEats,Walk-in,No
34248,191,2024-06-25 23:00:00,Tuesday,Snowy,11,Coffee,Breakfast,25.35,27,Delivery,5,40,8,78,18,668.98,Yes,No,Swiggy,Walk-in,No
34249,1603,2024-06-26 00:00:00,Wednesday,Snowy,25,Sushi,Dinner,39.82,17,Takeaway,4,23,7,91,12,392.87,No,Yes,UberEats,Online,No
34250,516,2024-06-26 01:00:00,Wednesday,Sunny,21,Sushi,Breakfast,8.8,36,Dine-in,5,27,12,51,18,271.27,No,No,UberEats,Online,No
34251,442,2024-06-26 02:00:00,Wednesday,Rainy,7,Salad,Dinner,40.54,23,Delivery,3,9,9,99,15,230.32,No,Yes,UberEats,Online,No
34252,1945,2024-06-26 03:00:00,Wednesday,Sunny,24,Sushi,Dinner,9.77,27,Dine-in,3,37,2,97,17,1045.51,Yes,No,Swiggy,Online,Yes
34253,1839,2024-06-26 04:00:00,Wednesday,Rainy,16,Pasta,Breakfast,14.34,10,Delivery,4,8,11,52,11,239.8,No,Yes,None,Walk-in,Yes
34254,1830,2024-06-26 05:00:00,Wednesday,Snowy,6,Pizza,Dinner,28.21,40,Dine-in,4,37,3,69,15,746.5,Yes,No,None,Walk-in,No
34255,143,2024-06-26 06:00:00,Wednesday,Sunny,11,Sushi,Lunch,25.84,29,Takeaway,5,39,12,50,29,629.16,Yes,No,Zomato,Online,Yes
34256,1215,2024-06-26 07:00:00,Wednesday,Rainy,21,Pasta,Dinner,49.5,15,Takeaway,2,46,12,54,16,1120.08,Yes,No,Swiggy,Walk-in,No
34257,533,2024-06-26 08:00:00,Wednesday,Sunny,23,Coffee,Beverage,31.53,54,Takeaway,3,30,3,82,15,741.88,No,No,Zomato,Walk-in,No
34258,227,2024-06-26 09:00:00,Wednesday,Sunny,16,Coffee,Lunch,19.73,10,Dine-in,3,41,3,88,10,720.93,Yes,No,UberEats,Walk-in,No
34259,1337,2024-06-26 10:00:00,Wednesday,Rainy,13,Pasta,Dinner,45.51,28,Takeaway,1,26,4,72,13,554.1,No,No,Swiggy,Walk-in,No
34260,1653,2024-06-26 11:00:00,Wednesday,Cloudy,31,Dessert,Dinner,19.05,48,Dine-in,1,15,7,67,15,396.53,No,No,Zomato,Walk-in,No
34261,949,2024-06-26 12:00:00,Wednesday,Sunny,18,Coffee,Beverage,17.32,36,Dine-in,2,30,4,53,5,413.5,No,No,Zomato,Walk-in,No
34262,1326,2024-06-26 13:00:00,Wednesday,Sunny,6,Pasta,Breakfast,27.25,25,Dine-in,3,45,8,90,23,468.43,Yes,No,UberEats,Walk-in,No
34263,1678,2024-06-26 14:00:00,Wednesday,Sunny,25,Dessert,Dinner,46.09,23,Takeaway,4,17,4,82,20,353.5,No,No,UberEats,Walk-in,No
34264,460,2024-06-26 15:00:00,Wednesday,Cloudy,8,Sushi,Dinner,36.88,43,Dine-in,3,18,14,75,21,419.18,No,Yes,Zomato,Online,No
34265,1425,2024-06-26 16:00:00,Wednesday,Rainy,32,Pizza,Lunch,35.49,16,Dine-in,4,45,7,71,24,967.48,Yes,No,Zomato,Online,No
34266,551,2024-06-26 17:00:00,Wednesday,Rainy,23,Salad,Lunch,37.67,29,Dine-in,4,11,3,79,11,241.17,No,Yes,Zomato,Online,No
34267,393,2024-06-26 18:00:00,Wednesday,Sunny,25,Salad,Beverage,34.68,40,Dine-in,2,20,3,75,5,357.24,No,No,Zomato,Walk-in,Yes
34268,1891,2024-06-26 19:00:00,Wednesday,Snowy,20,Sushi,Dessert,39.19,31,Takeaway,3,24,4,50,17,552.72,No,Yes,Swiggy,Online,No
34269,1788,2024-06-26 20:00:00,Wednesday,Snowy,26,Sushi,Dessert,13.67,29,Takeaway,5,49,13,55,19,531.95,Yes,No,UberEats,Online,No
34270,845,2024-06-26 21:00:00,Wednesday,Rainy,21,Coffee,Lunch,12.98,24,Dine-in,3,47,9,66,7,612.11,Yes,No,None,Walk-in,No
34271,1231,2024-06-26 22:00:00,Wednesday,Sunny,6,Burger,Beverage,21.3,34,Delivery,3,31,10,80,8,585.78,Yes,No,Zomato,Online,No
34272,210,2024-06-26 23:00:00,Wednesday,Sunny,21,Steak,Dessert,43.29,55,Takeaway,1,38,3,97,7,1096.67,Yes,No,Zomato,Walk-in,No
34273,1139,2024-06-27 00:00:00,Thursday,Sunny,23,Dessert,Dinner,37.15,10,Delivery,2,26,8,53,13,595.14,No,Yes,UberEats,Walk-in,No
34274,1761,2024-06-27 01:00:00,Thursday,Rainy,12,Pizza,Beverage,30.49,26,Takeaway,5,42,14,59,19,718.43,Yes,No,Zomato,Online,No
34275,646,2024-06-27 02:00:00,Thursday,Sunny,28,Pasta,Breakfast,5.88,25,Dine-in,5,41,2,97,10,785.53,Yes,Yes,Swiggy,Walk-in,No
34276,1275,2024-06-27 03:00:00,Thursday,Rainy,24,Steak,Dinner,15.61,46,Takeaway,5,7,5,88,10,188.39,No,Yes,Swiggy,Walk-in,No
34277,219,2024-06-27 04:00:00,Thursday,Sunny,10,Pasta,Dessert,41.16,30,Dine-in,4,31,7,83,29,646.33,Yes,No,Swiggy,Online,No
34278,407,2024-06-27 05:00:00,Thursday,Rainy,16,Steak,Breakfast,15.91,36,Takeaway,2,11,8,71,12,120.53,No,Yes,Zomato,Online,Yes
34279,1467,2024-06-27 06:00:00,Thursday,Sunny,29,Salad,Dinner,37.86,44,Delivery,1,39,14,71,26,715.16,Yes,Yes,Zomato,Online,No
